gvkey,conm,datadate,fyear,revt,rect,ppegt,epspi,ni,at,oancf,sic,rdq
18929,CELLADON CORP,20453,2015.000000,0.000000,0.226000,0.013000,-1.860000,-44.412998,33.886002,-41.091000,2836,30mar2016
18938,XENCOR INC,19358,2012.000000,9.524000,0.354000,6.562000,-0.290000,-8.594000,11.659000,-11.052000,2836,11oct2013
18938,XENCOR INC,19723,2013.000000,10.172000,0.059000,6.684000,-2.050000,-60.258999,87.315002,-5.453000,2836,19mar2014
18938,XENCOR INC,20088,2014.000000,9.520001,2.966000,7.453000,-0.520000,-16.422001,67.822998,-21.351000,2836,19feb2015
18938,XENCOR INC,20453,2015.000000,27.761999,0.044000,9.194000,-0.450000,-17.591999,206.910000,26.666000,2836,07mar2016
18938,XENCOR INC,20819,2016.000000,87.519997,8.616000,10.650000,0.570000,23.625000,428.562990,94.616997,2836,28feb2017
18938,XENCOR INC,21184,2017.000000,35.710999,1.142000,15.036000,-1.050000,-48.924999,390.101990,-33.682999,2836,27feb2018
19135,BIOTECH PRODS SRVCS RESEARCH,20392,2015.000000,0.148000,0.020000,0.008000,-0.010000,-0.738000,0.153000,-0.385000,2836,22jun2016
19135,BIOTECH PRODS SRVCS RESEARCH,20758,2016.000000,0.185000,0.001000,0.028000,-0.010000,-1.253000,0.070000,-0.548000,2836,07jul2017
19149,ULTRAGENYX PHARMACEUTICAL,18992,2011.000000,0.000000,0.103000,0.799000,-0.240000,-6.849000,12.129000,-5.825000,2836,0
19149,ULTRAGENYX PHARMACEUTICAL,21184,2017.000000,2.612000,5.172000,32.827999,-7.120000,-302.139010,490.752990,-253.843000,2836,20feb2018
19154,CARA THERAPEUTICS INC,18992,2011.000000,0.000000,0.057000,10.931000,-0.450000,-9.806000,10.685000,-6.845000,2836,0
19154,CARA THERAPEUTICS INC,19358,2012.000000,1.190000,0.031000,8.235000,-0.290000,-6.271000,5.537000,-6.031000,2836,08nov2013
19154,CARA THERAPEUTICS INC,19723,2013.000000,11.964000,0.061000,8.240000,-0.180000,-3.963000,18.083000,2.829000,2836,27mar2014
19154,CARA THERAPEUTICS INC,20088,2014.000000,3.177000,0.200000,8.276000,-0.790000,-17.745001,55.933998,-17.642000,2836,26mar2015
19154,CARA THERAPEUTICS INC,20453,2015.000000,3.803000,0.464000,8.280000,-1.000000,-24.690001,110.897000,-21.478001,2836,10mar2016
19154,CARA THERAPEUTICS INC,20819,2016.000000,0.086000,0.939000,9.699000,-2.100000,-57.279999,63.827999,-47.381001,2836,09mar2017
19154,CARA THERAPEUTICS INC,21184,2017.000000,0.911000,0.854000,1.941000,-1.860000,-58.125000,97.003998,-54.827000,2836,15mar2018
19205,CAPRICOR THERAPEUTICS INC,20088,2014.000000,4.787000,0.360000,0.341000,-0.530000,-6.217000,13.632000,0.959000,2836,16mar2015
19205,CAPRICOR THERAPEUTICS INC,20453,2015.000000,5.518000,0.212000,0.493000,-0.810000,-12.857000,16.070000,-10.817000,2836,17mar2016
19205,CAPRICOR THERAPEUTICS INC,20819,2016.000000,3.999000,0.223000,0.686000,-1.010000,-18.806999,18.747000,-15.802000,2836,15mar2017
19205,CAPRICOR THERAPEUTICS INC,21184,2017.000000,2.666000,0.345000,0.714000,0.100000,2.431000,16.274000,-14.231000,2836,14mar2018
19375,LIBERTY BIOPHARMA INC,19904,2014.000000,0.000000,0.120000,0.000000,-0.080000,-3.774000,1.841000,-2.744000,2836,27oct2014
19375,LIBERTY BIOPHARMA INC,20269,2015.000000,0.000000,0.115000,0.000000,-0.040000,-2.136000,1.702000,-2.091000,2836,20oct2015
19375,LIBERTY BIOPHARMA INC,20635,2016.000000,0.000000,0.032000,0.000000,-0.020000,-1.234000,1.162000,-0.815000,2836,19oct2016
19412,INTRA-CELLULAR THERAPIES INC,18992,2011.000000,23.362000,0.349000,3.257000,0.500000,11.092000,23.594999,16.205000,2836,0
19412,INTRA-CELLULAR THERAPIES INC,19358,2012.000000,3.118000,0.300000,3.279000,-0.750000,-16.591000,19.823999,-18.903000,2836,19dec2013
19412,INTRA-CELLULAR THERAPIES INC,19723,2013.000000,2.737000,0.336000,3.300000,-1.210000,-26.868000,38.449001,-22.591000,2836,25mar2014
19412,INTRA-CELLULAR THERAPIES INC,20088,2014.000000,0.577000,0.052000,2.283000,-1.110000,-30.691000,131.112000,-22.806999,2836,12mar2015
19412,INTRA-CELLULAR THERAPIES INC,20453,2015.000000,0.091000,0.031000,3.133000,-2.910000,-104.793000,484.104000,-102.280000,2836,25feb2016
19412,INTRA-CELLULAR THERAPIES INC,20819,2016.000000,0.331000,0.094000,3.176000,-2.690000,-116.426000,388.903020,-91.257004,2836,01mar2017
19418,AUSPEX PHARMACEUTICALS INC,20088,2014.000000,0.000000,0.567000,0.253000,-2.680000,-59.574001,151.145000,-42.907001,2836,16mar2015
19425,GENOCEA BIOSCIENCES INC,18992,2011.000000,1.820000,0.187000,1.624000,-0.850000,-14.685000,6.940000,-13.488000,2836,0
19425,GENOCEA BIOSCIENCES INC,19358,2012.000000,1.977000,0.185000,1.805000,-0.780000,-13.367000,13.531000,-12.681000,2836,23dec2013
19425,GENOCEA BIOSCIENCES INC,20088,2014.000000,0.308000,0.021000,3.752000,-2.020000,-35.296001,50.431000,-27.604000,2836,12feb2015
19470,DICERNA PHARMACEUTICALS INC,18992,2011.000000,7.908000,0.161000,2.636000,-0.490000,-8.556000,24.636999,-8.866000,2836,0
19470,DICERNA PHARMACEUTICALS INC,19358,2012.000000,7.015000,5.018000,2.756000,-0.580000,-10.121000,10.191000,-15.737000,2836,31dec2013
19470,DICERNA PHARMACEUTICALS INC,20088,2014.000000,0.000000,0.055000,5.223000,-2.710000,-47.938999,103.605000,-34.764000,2836,12mar2015
19471,REVANCE THERAPEUTICS INC,19723,2013.000000,0.617000,0.225000,22.504000,-2.960000,-52.448002,22.645000,-47.757999,2836,26mar2014
19471,REVANCE THERAPEUTICS INC,20088,2014.000000,0.383000,0.300000,29.180000,-3.240000,-62.917000,192.468990,-55.073002,2836,02mar2015
19471,REVANCE THERAPEUTICS INC,20453,2015.000000,0.300000,0.158000,31.180000,-3.020000,-73.475998,275.821990,-55.668999,2836,02mar2016
19471,REVANCE THERAPEUTICS INC,20819,2016.000000,0.300000,6.026000,22.743000,-3.180000,-89.269997,204.360000,-59.827000,2836,27feb2017
19471,REVANCE THERAPEUTICS INC,21184,2017.000000,0.262000,0.048000,22.781000,-4.010000,-120.587000,295.699010,-95.342003,2836,28feb2018
19502,REVIVE THERAPEUTICS LTD,19904,2014.000000,0.000000,0.061000,0.012000,-0.080000,-1.257000,1.343000,-0.768000,2836,16sep2014
19502,REVIVE THERAPEUTICS LTD,20269,2015.000000,0.000000,0.046000,0.012000,-0.090000,-2.031000,2.666000,-1.493000,2836,21oct2015
19502,REVIVE THERAPEUTICS LTD,21000,2017.000000,0.000000,0.002000,0.014000,-0.030000,-1.616000,1.924000,-2.081000,2836,19oct2017
19534,CONCERT PHARMACEUTICLS INC,18992,2011.000000,19.466999,0.628000,9.867000,-0.660000,-11.320000,49.403000,-18.084999,2836,0
19534,CONCERT PHARMACEUTICLS INC,19358,2012.000000,12.849000,0.115000,8.832000,-1.190000,-20.444000,33.129002,-26.427000,2836,13jan2014
19534,CONCERT PHARMACEUTICLS INC,19723,2013.000000,25.408001,0.262000,8.119000,-0.350000,-6.056000,39.772999,13.018000,2836,31mar2014
19534,CONCERT PHARMACEUTICLS INC,20088,2014.000000,8.576000,1.283000,8.199000,-1.780000,-31.698999,84.454002,-29.760000,2836,27feb2015
19534,CONCERT PHARMACEUTICLS INC,20453,2015.000000,16.573999,0.251000,8.560000,1.140000,24.174000,146.932010,23.061001,2836,01mar2016
19534,CONCERT PHARMACEUTICLS INC,20819,2016.000000,0.174000,0.191000,9.075000,-2.280000,-50.720001,100.395000,-45.342999,2836,06mar2017
19534,CONCERT PHARMACEUTICLS INC,21184,2017.000000,0.062000,0.783000,9.532000,4.200000,95.639000,211.735990,102.927000,2836,01mar2018
19600,CYMABAY THERAPEUTICS INC,19358,2012.000000,3.050000,0.117000,7.635000,-0.960000,-11.255000,8.116000,-11.293000,2836,06jan2014
19600,CYMABAY THERAPEUTICS INC,19723,2013.000000,0.000000,0.178000,3.298000,-0.860000,-10.073000,32.500000,-8.458000,2836,31mar2014
19600,CYMABAY THERAPEUTICS INC,20088,2014.000000,0.000000,0.347000,0.321000,-2.650000,-31.917000,37.473999,-21.114000,2836,18mar2015
19600,CYMABAY THERAPEUTICS INC,20453,2015.000000,0.000000,0.186000,0.321000,-0.820000,-15.529000,43.078999,-23.323999,2836,29mar2016
19600,CYMABAY THERAPEUTICS INC,21184,2017.000000,10.000000,5.000000,0.390000,-0.790000,-27.556999,104.247000,-19.632000,2836,15mar2018
19718,ACHAOGEN INC,19358,2012.000000,17.941000,4.258000,5.180000,-1.090000,-18.365000,13.266000,-16.761999,2836,24jan2014
19718,ACHAOGEN INC,19723,2013.000000,18.511999,7.230000,4.625000,-0.780000,-13.112000,20.757999,-13.854000,2836,12mar2014
19718,ACHAOGEN INC,20088,2014.000000,19.969999,5.234000,4.965000,-1.150000,-20.176001,70.321999,-14.283000,2836,16mar2015
19718,ACHAOGEN INC,20453,2015.000000,18.938999,5.039000,5.377000,-1.490000,-27.093000,66.862999,-21.087999,2836,15mar2016
19718,ACHAOGEN INC,20819,2016.000000,41.772999,12.151000,7.650000,-3.000000,-71.226997,163.925000,-46.903000,2836,14mar2017
19718,ACHAOGEN INC,21184,2017.000000,11.175000,1.357000,17.921000,-3.170000,-125.618000,197.071000,-95.254997,2836,27feb2018
19771,GALMED PHARMACEUTICALS LTD,19358,2012.000000,0.000000,0.010000,0.047000,-0.290000,-3.149000,0.762000,-3.079000,2836,0
19771,GALMED PHARMACEUTICALS LTD,19723,2013.000000,0.000000,0.011000,0.030000,-1.640000,-17.485001,0.166000,-2.524000,2836,06feb2014
19771,GALMED PHARMACEUTICALS LTD,20088,2014.000000,0.000000,0.064000,0.800000,-0.850000,-9.103000,32.924999,-9.241000,2836,31mar2015
19771,GALMED PHARMACEUTICALS LTD,20453,2015.000000,0.000000,0.109000,0.958000,-0.960000,-10.622000,24.263000,-8.474000,2836,22mar2016
19771,GALMED PHARMACEUTICALS LTD,20819,2016.000000,0.467000,0.030000,0.962000,-1.490000,-16.952999,16.450001,-12.129000,2836,23mar2017
19771,GALMED PHARMACEUTICALS LTD,21184,2017.000000,1.085000,0.055000,0.974000,-0.980000,-12.299000,19.643000,-12.067000,2836,13mar2018
19772,BIOBLAST PHARMA LTD,19358,2012.000000,0.000000,0.010000,0.000000,-0.020000,-0.229000,0.156000,-0.149000,2836,0
19772,BIOBLAST PHARMA LTD,19723,2013.000000,0.000000,0.026000,0.002000,-0.080000,-1.145000,0.306000,-0.865000,2836,07feb2014
19772,BIOBLAST PHARMA LTD,20088,2014.000000,0.000000,0.093000,0.065000,-0.490000,-7.022000,32.953999,-4.409000,2836,17feb2015
19772,BIOBLAST PHARMA LTD,20453,2015.000000,0.000000,0.145000,0.113000,-1.080000,-15.365000,20.516001,-13.249000,2836,29mar2016
19772,BIOBLAST PHARMA LTD,20819,2016.000000,0.000000,0.052000,0.111000,-1.010000,-16.021999,10.630000,-15.486000,2836,24feb2017
19772,BIOBLAST PHARMA LTD,21184,2017.000000,0.000000,0.028000,0.000000,-1.790000,-5.945000,3.622000,-6.352000,2836,23apr2018
19832,VERSARTIS INC,19358,2012.000000,0.000000,0.084000,0.000000,-0.570000,-13.217000,2.189000,-11.716000,2836,0
19859,AKEBIA THERAPEUTICS INC,19358,2012.000000,0.000000,0.086000,0.000000,-0.430000,-8.196000,2.244000,-7.211000,2836,0
19859,AKEBIA THERAPEUTICS INC,19723,2013.000000,0.000000,0.135000,0.032000,-0.680000,-13.167000,34.665001,-11.332000,2836,14feb2014
19859,AKEBIA THERAPEUTICS INC,20088,2014.000000,0.000000,0.048000,0.261000,-1.890000,-37.034000,110.995000,-27.483000,2836,04mar2015
19859,AKEBIA THERAPEUTICS INC,20819,2016.000000,1.535000,33.823002,3.054000,-3.600000,-135.746990,300.216000,57.905998,2836,06mar2017
19859,AKEBIA THERAPEUTICS INC,21184,2017.000000,177.983990,34.216000,4.676000,-1.770000,-76.914001,364.247010,-56.159000,2836,12mar2018
19871,PROTEA BIOSCIENCES GROUP INC,19358,2012.000000,0.834000,0.437000,7.031000,-0.330000,-9.531000,4.212000,-8.522000,2836,27mar2013
19871,PROTEA BIOSCIENCES GROUP INC,19723,2013.000000,1.223000,0.652000,7.911000,-0.250000,-11.418000,5.418000,-10.221000,2836,31mar2014
19871,PROTEA BIOSCIENCES GROUP INC,20088,2014.000000,1.768000,0.393000,8.519000,-0.170000,-11.475000,4.028000,-7.333000,2836,13feb2015
19871,PROTEA BIOSCIENCES GROUP INC,20453,2015.000000,2.003000,0.196000,7.561000,-0.090000,-9.574000,3.044000,-5.599000,2836,16mar2016
19871,PROTEA BIOSCIENCES GROUP INC,20819,2016.000000,2.447000,0.437000,6.654000,-0.120000,-15.648000,3.214000,-4.228000,2836,14apr2017
19951,MULTICELL TECHNOLOGIES INC,17500,2007.000000,0.252000,0.032000,0.174000,-0.070000,-3.173000,1.692000,-0.421000,2836,14mar2008
19951,MULTICELL TECHNOLOGIES INC,18596,2010.000000,0.529000,0.031000,0.066000,0.000000,-1.167000,0.677000,-0.748000,2836,02mar2011
19951,MULTICELL TECHNOLOGIES INC,18961,2011.000000,0.049000,0.303000,0.066000,0.000000,-1.801000,0.721000,-1.239000,2836,28feb2012
19967,APPLIED GENETIC TECHNOLOGIES,19174,2012.000000,1.082000,0.184000,0.829000,-0.140000,-1.924000,2.824000,-1.372000,2836,0
19967,APPLIED GENETIC TECHNOLOGIES,19539,2013.000000,0.942000,0.143000,1.064000,-0.370000,-4.990000,25.490000,-2.777000,2836,12mar2014
19967,APPLIED GENETIC TECHNOLOGIES,19904,2014.000000,1.129000,0.487000,1.226000,-1.170000,-15.908000,77.406998,-11.928000,2836,26sep2014
19967,APPLIED GENETIC TECHNOLOGIES,20269,2015.000000,2.354000,0.883000,1.406000,-1.500000,-24.318001,90.174004,-19.485001,2836,10sep2015
19967,APPLIED GENETIC TECHNOLOGIES,20635,2016.000000,47.361000,0.954000,3.811000,-0.080000,-1.381000,180.797000,70.990997,2836,12sep2016
19967,APPLIED GENETIC TECHNOLOGIES,21000,2017.000000,39.473000,0.174000,4.313000,0.020000,0.407000,147.923000,-31.000999,2836,13sep2017
19988,MEDIWOUND LTD,20088,2014.000000,0.259000,2.015000,4.276000,-0.900000,-18.875000,71.121002,-16.493000,2836,12feb2015
19988,MEDIWOUND LTD,20453,2015.000000,0.601000,2.707000,4.445000,-1.020000,-22.087999,52.522999,-19.601000,2836,25jan2016
19988,MEDIWOUND LTD,20819,2016.000000,1.558000,2.515000,5.083000,-0.860000,-18.885000,35.764000,-16.445000,2836,21feb2017
19988,MEDIWOUND LTD,21184,2017.000000,2.496000,3.436000,6.068000,-0.950000,-22.149000,44.134998,-16.455000,2836,19mar2018
20018,ALDEYRA THERAPEUTICS INC,19358,2012.000000,0.000000,0.750000,0.000000,-4.160000,-23.075001,1.977000,-0.778000,2836,0
20033,ALDER BIOPHARMACEUTICALS INC,19358,2012.000000,20.066999,0.128000,6.978000,-0.600000,-17.806000,64.653999,-29.902000,2836,0
20033,ALDER BIOPHARMACEUTICALS INC,19723,2013.000000,18.796000,0.316000,7.110000,-0.690000,-20.613001,26.739000,-36.132000,2836,19mar2014
20033,ALDER BIOPHARMACEUTICALS INC,20088,2014.000000,54.705002,0.113000,7.749000,0.290000,8.908000,64.359001,-47.657001,2836,04mar2015
20040,SCYNEXIS INC,19358,2012.000000,16.837000,2.418000,23.179001,-1.350000,-11.477000,12.118000,-10.596000,2836,0
20040,SCYNEXIS INC,19723,2013.000000,16.857000,1.062000,23.070000,-3.600000,-30.461000,12.387000,-4.307000,2836,27feb2014
20040,SCYNEXIS INC,20088,2014.000000,19.024000,1.727000,22.120001,-0.500000,-4.234000,39.672001,-9.472000,2836,30mar2015
20040,SCYNEXIS INC,20453,2015.000000,0.257000,0.930000,0.000000,-2.680000,-32.623001,49.272999,-24.545000,2836,07mar2016
20040,SCYNEXIS INC,20819,2016.000000,0.257000,0.233000,0.000000,-1.580000,-29.989000,59.792000,-29.353001,2836,13mar2017
20040,SCYNEXIS INC,21184,2017.000000,0.257000,0.251000,0.000000,-0.940000,-25.059999,45.849998,-24.556000,2836,13mar2018
20233,THERAVANCE BIOPHARMA INC,19358,2012.000000,130.145000,1.041000,58.574001,-0.300000,-9.575000,20.962000,-119.107000,2836,01aug2013
20233,THERAVANCE BIOPHARMA INC,19723,2013.000000,0.226000,1.273000,62.043999,-4.900000,-156.284000,25.177000,-120.959000,2836,08apr2014
20233,THERAVANCE BIOPHARMA INC,20088,2014.000000,11.688000,3.229000,64.130997,-7.460000,-237.037990,337.771000,-175.155000,2836,10mar2015
20233,THERAVANCE BIOPHARMA INC,20453,2015.000000,42.125999,37.153999,52.108002,-5.340000,-182.218990,300.116000,-168.856990,2836,09mar2016
20233,THERAVANCE BIOPHARMA INC,20819,2016.000000,48.647999,9.722000,52.703999,-4.260000,-190.669010,639.254030,-98.988998,2836,27feb2017
20233,THERAVANCE BIOPHARMA INC,21184,2017.000000,15.386000,9.362001,56.872002,-5.450000,-285.405000,441.399990,-201.052000,2836,27feb2018
20245,CASCADIAN THERAPEUTICS INC,14609,1999.000000,3.016000,1.235000,9.908000,-0.710000,-31.431999,32.985001,-29.698999,2836,03mar2000
20245,CASCADIAN THERAPEUTICS INC,14975,2000.000000,1.118000,0.397000,10.967000,-0.930000,-44.918999,61.908001,-37.417000,2836,01mar2001
20245,CASCADIAN THERAPEUTICS INC,15340,2001.000000,7.336000,1.386000,11.350000,-0.750000,-38.679001,89.189003,-23.858999,2836,28feb2002
20245,CASCADIAN THERAPEUTICS INC,15705,2002.000000,5.304000,1.207000,9.984000,-0.680000,-31.358999,39.969002,-36.355999,2836,27feb2003
20245,CASCADIAN THERAPEUTICS INC,16070,2003.000000,3.416000,0.459000,8.253000,-0.310000,-18.974001,43.064999,-23.809999,2836,26feb2004
20245,CASCADIAN THERAPEUTICS INC,16436,2004.000000,8.941000,0.736000,6.658000,-0.170000,-12.225000,40.820999,-18.365000,2836,08mar2005
20245,CASCADIAN THERAPEUTICS INC,16801,2005.000000,4.377000,1.279000,6.908000,-0.240000,-19.025000,24.263000,-17.615999,2836,27jan2006
20245,CASCADIAN THERAPEUTICS INC,17166,2006.000000,4.514000,1.325000,7.079000,-0.190000,-17.822001,79.098999,-15.614000,2836,08mar2007
20245,CASCADIAN THERAPEUTICS INC,17531,2007.000000,3.798000,2.940000,6.225000,-1.040000,-20.340000,36.217999,-7.031000,2836,10mar2008
20245,CASCADIAN THERAPEUTICS INC,17897,2008.000000,39.998001,1.868000,1.443000,0.370000,7.125000,24.971001,-4.886000,2836,09mar2009
20245,CASCADIAN THERAPEUTICS INC,18262,2009.000000,2.078000,0.077000,2.903000,-0.760000,-17.219000,38.224998,-9.112001,2836,06may2010
20245,CASCADIAN THERAPEUTICS INC,18627,2010.000000,0.018000,0.620000,3.158000,-0.580000,-15.618000,34.445000,-17.705000,2836,10mar2011
20245,CASCADIAN THERAPEUTICS INC,18992,2011.000000,0.145000,0.321000,3.300000,-1.120000,-42.655998,71.350998,-21.002001,2836,06mar2012
20245,CASCADIAN THERAPEUTICS INC,19358,2012.000000,0.000000,0.323000,4.034000,-0.060000,-3.415000,89.434998,-27.337999,2836,14mar2013
20245,CASCADIAN THERAPEUTICS INC,19723,2013.000000,0.000000,0.197000,3.923000,-0.620000,-38.758999,77.746002,-36.344002,2836,13mar2014
20245,CASCADIAN THERAPEUTICS INC,20088,2014.000000,0.000000,0.298000,4.311000,-0.640000,-49.963001,103.411000,-48.367001,2836,10mar2015
20245,CASCADIAN THERAPEUTICS INC,20453,2015.000000,0.000000,0.200000,5.154000,-0.340000,-32.581001,96.573997,-28.870001,2836,14mar2016
20245,CASCADIAN THERAPEUTICS INC,20819,2016.000000,0.000000,0.238000,5.264000,-3.130000,-57.705002,83.264999,-36.750999,2836,09mar2017
20245,CASCADIAN THERAPEUTICS INC,21184,2017.000000,0.000000,0.344000,3.847000,-1.210000,-56.933998,120.825000,-49.980999,2836,08mar2018
20307,ANGION BIOMEDICA CORP-REDH,19358,2012.000000,7.298000,0.580000,7.523000,5.020000,0.307000,11.030000,1.065000,2836,0
20307,ANGION BIOMEDICA CORP-REDH,19723,2013.000000,6.581000,0.486000,7.540000,10.330000,0.632000,11.063000,1.892000,2836,14apr2014
20333,IBEX TECHNOLOGIES INC,14456,1999.000000,0.935000,0.965000,4.249000,-0.500000,-9.137000,14.249000,-10.271000,2836,06oct1999
20333,IBEX TECHNOLOGIES INC,14822,2000.000000,1.048000,0.731000,4.284000,-0.180000,-3.290000,9.675000,0.510000,2836,05oct2000
20333,IBEX TECHNOLOGIES INC,15187,2001.000000,0.863000,0.453000,4.343000,-0.120000,-2.255000,7.624000,-0.075000,2836,15oct2001
20333,IBEX TECHNOLOGIES INC,15552,2002.000000,0.762000,0.796000,4.071000,0.560000,10.308000,20.417999,-1.170000,2836,05nov2002
20333,IBEX TECHNOLOGIES INC,15917,2003.000000,1.815000,0.931000,4.339000,-0.020000,-0.311000,19.912001,-2.805000,2836,14oct2003
20333,IBEX TECHNOLOGIES INC,16283,2004.000000,1.624000,0.606000,2.687000,-0.140000,-2.892000,16.707001,-2.375000,2836,21oct2004
20333,IBEX TECHNOLOGIES INC,16648,2005.000000,1.893000,0.900000,2.808000,-0.180000,-3.978000,13.196000,-3.760000,2836,05oct2005
20333,IBEX TECHNOLOGIES INC,17013,2006.000000,2.092000,0.551000,3.028000,-0.120000,-2.880000,10.100000,-2.236000,2836,28sep2006
20333,IBEX TECHNOLOGIES INC,17378,2007.000000,2.024000,0.500000,2.385000,-0.320000,-7.410000,2.552000,-2.034000,2836,04oct2007
20333,IBEX TECHNOLOGIES INC,17744,2008.000000,2.327000,0.338000,2.141000,0.010000,0.348000,2.527000,0.086000,2836,29oct2008
20333,IBEX TECHNOLOGIES INC,18109,2009.000000,3.544000,0.997000,2.516000,0.050000,1.344000,4.182000,1.049000,2836,27oct2009
20333,IBEX TECHNOLOGIES INC,18474,2010.000000,2.629000,0.423000,2.562000,0.020000,0.506000,4.520000,1.159000,2836,27oct2010
20333,IBEX TECHNOLOGIES INC,18839,2011.000000,2.244000,0.780000,2.647000,0.000000,0.104000,4.479000,-0.359000,2836,02nov2011
20333,IBEX TECHNOLOGIES INC,19205,2012.000000,2.925000,0.698000,2.657000,0.010000,0.230000,4.776000,0.468000,2836,31oct2012
20333,IBEX TECHNOLOGIES INC,19570,2013.000000,3.969000,0.814000,5.112000,0.000000,0.040000,6.380000,0.319000,2836,29nov2013
20333,IBEX TECHNOLOGIES INC,19935,2014.000000,3.943000,0.562000,5.087000,-0.020000,-0.481000,5.776000,0.174000,2836,29oct2014
20333,IBEX TECHNOLOGIES INC,20300,2015.000000,3.491000,0.721000,5.144000,0.010000,0.210000,6.379000,0.453000,2836,05nov2015
20333,IBEX TECHNOLOGIES INC,20666,2016.000000,4.114000,0.407000,5.638000,0.010000,0.101000,6.443000,0.924000,2836,04nov2016
20333,IBEX TECHNOLOGIES INC,21031,2017.000000,5.327000,0.544000,6.332000,0.120000,2.982000,9.535000,1.075000,2836,20nov2017
20493,AMBRX INC-REDH,19358,2012.000000,44.460999,0.157000,15.430000,0.320000,22.565001,71.528999,7.928000,2836,0
20493,AMBRX INC-REDH,19723,2013.000000,17.034000,0.532000,17.010000,-0.240000,-17.044001,77.583000,5.008000,2836,02may2014
20645,ARDELYX INC,19358,2012.000000,5.410000,3.072000,3.584000,-0.740000,-9.785000,37.883999,21.980000,2836,0
20645,ARDELYX INC,19723,2013.000000,28.927999,6.436000,3.862000,-0.500000,-6.564000,42.903999,1.811000,2836,19may2014
20645,ARDELYX INC,20088,2014.000000,31.622999,2.584000,5.765000,-0.200000,-3.214000,113.414000,13.397000,2836,25feb2015
20645,ARDELYX INC,21184,2017.000000,42.000000,10.796000,15.621000,-1.360000,-64.338997,157.903000,-65.190002,2836,14mar2018
20649,SYNDAX PHARMACEUTICALS INC,20088,2014.000000,0.000000,0.035000,0.218000,-1.140000,-19.827999,12.816000,-14.393000,2836,04jan2016
20649,SYNDAX PHARMACEUTICALS INC,20453,2015.000000,0.627000,0.258000,0.280000,-1.390000,-24.118999,89.903000,-2.428000,2836,03mar2016
20649,SYNDAX PHARMACEUTICALS INC,20819,2016.000000,1.220000,0.306000,0.540000,-2.500000,-44.472000,109.013000,-35.157001,2836,02mar2017
20649,SYNDAX PHARMACEUTICALS INC,21184,2017.000000,2.108000,0.377000,0.466000,-2.900000,-60.801998,137.186000,-47.370998,2836,05mar2018
20742,ZAFGEN INC,19723,2013.000000,0.000000,1.617000,0.071000,-1.050000,-14.027000,38.138000,-15.004000,2836,02jun2014
20742,ZAFGEN INC,20088,2014.000000,0.000000,0.391000,0.129000,-1.890000,-36.478001,117.519000,-28.240999,2836,19mar2015
20742,ZAFGEN INC,20453,2015.000000,0.000000,1.323000,1.022000,-2.780000,-74.286003,189.106000,-59.554001,2836,09mar2016
20742,ZAFGEN INC,20819,2016.000000,0.000000,0.347000,0.981000,-2.120000,-57.877998,131.621000,-51.974998,2836,09mar2017
20742,ZAFGEN INC,21184,2017.000000,0.000000,0.946000,1.036000,-1.900000,-52.028000,105.510000,-43.784000,2836,06mar2018
20798,PFENEX INC,19358,2012.000000,11.294000,3.201000,3.748000,-0.130000,-2.593000,32.931999,-2.889000,2836,0
20798,PFENEX INC,19723,2013.000000,11.914000,3.859000,3.858000,-0.210000,-4.062000,31.813000,-4.601000,2836,05jun2014
20798,PFENEX INC,20088,2014.000000,10.644000,1.986000,4.253000,-0.500000,-9.794000,71.023003,-10.002000,2836,16mar2015
20798,PFENEX INC,20453,2015.000000,9.583000,3.191000,5.577000,-1.260000,-28.216000,131.694000,24.230000,2836,10mar2016
20798,PFENEX INC,20819,2016.000000,60.194000,3.539000,7.909000,0.230000,5.481000,103.122000,-22.274000,2836,15mar2017
20798,PFENEX INC,21184,2017.000000,28.780001,1.944000,10.876000,-1.090000,-25.684000,79.390999,-21.510000,2836,15mar2018
20802,Q THERAPEUTICS INC -REDH,19358,2012.000000,0.485000,0.478000,0.408000,-0.120000,-3.058000,1.306000,-2.122000,2836,0
20802,Q THERAPEUTICS INC -REDH,19723,2013.000000,0.026000,0.006000,0.431000,-0.140000,-3.389000,0.257000,-0.878000,2836,04jun2014
20907,NORTH AMERICAN VACCINE INC,11322,1990.000000,3.730000,0.570000,8.522000,-0.220000,-1.756000,13.192000,-0.628000,2836,01apr1991
20907,NORTH AMERICAN VACCINE INC,11687,1991.000000,0.889000,0.310000,10.070000,-0.520000,-5.759000,51.037998,-4.202000,2836,30mar1992
20907,NORTH AMERICAN VACCINE INC,12053,1992.000000,1.527000,0.786000,14.704000,-0.400000,-10.724000,42.575001,-9.804000,2836,15mar1993
20907,NORTH AMERICAN VACCINE INC,12418,1993.000000,0.141000,0.474000,16.080999,-0.440000,-12.128000,63.762001,-10.025000,2836,17mar1994
20907,NORTH AMERICAN VACCINE INC,12783,1994.000000,0.000000,0.081000,17.492001,-0.140000,-3.927000,49.580002,-8.569000,2836,29mar1995
20907,NORTH AMERICAN VACCINE INC,13148,1995.000000,3.000000,2.000000,27.771000,-0.170000,-4.986000,41.249001,-17.416000,2836,15mar1996
20907,NORTH AMERICAN VACCINE INC,13514,1996.000000,10.548000,4.166000,56.365002,-0.630000,-19.489000,122.962000,-18.909000,2836,27feb1997
